hours_studied,previous_score,attendance_percentage,stress_level,confidence_level,final_exam_score
18.717990434848684,90.64624581582592,96.5750714593087,Medium,Medium,100.0
10.276994764482097,83.07460439544963,88.18956872106,Low,High,100.0
16.900160904061075,77.54519117475438,75.18986182249468,Medium,Low,100.0
16.445403075100828,42.7999984561385,85.12127799369436,Medium,Low,87.29154543837473
19.356654241389897,49.978892568856295,77.40789514339393,Low,Medium,100.0
8.367283021571566,45.57713856031418,94.26186293727919,Medium,High,72.19963005555329
14.328616736831002,41.8693790278074,64.30623317059862,High,Medium,76.68663170544002
14.495418281166058,95.29282169368841,61.89534666838821,Low,Medium,100.0
17.367103581050653,42.87376116925922,95.02865519683968,Medium,Low,93.5887310525563
1.5992826718377762,64.51510275544193,86.81644541744257,Medium,Low,62.4469365164349
15.530622787259993,86.03436251852187,97.15631599741727,High,High,100.0
5.394352526272587,91.87579482177193,99.27701017942456,Low,High,95.58776342830205
12.864153957613338,74.0329923692218,70.33843425566269,Low,Low,93.59172533706483
1.1935651739248683,63.53731970626964,93.65730520165982,Low,Medium,68.41419991996946
13.271465883773637,53.23750065700012,91.17002674341944,Low,Low,89.47351309790838
2.423404567723698,46.46665950908201,83.7955586813092,Medium,Low,52.12276250435276
16.095463505361533,66.91323187545507,94.57989593928609,Medium,Medium,98.08553818669299
12.582879746145972,40.50328885934393,82.53015133447381,Low,Medium,84.00660460846626
1.1722627350061248,44.95968441788236,93.54089374934046,Medium,Medium,57.137759790450694
14.251141996356706,82.16746075970875,81.20682273246335,Low,Low,100.0
14.362767078144289,99.14883177667545,88.3187830616455,Low,High,100.0
5.685953716024926,79.87351621061546,80.89522017138341,Medium,Medium,75.95047152739797
6.89111823535659,90.83485273115389,76.84811824681945,Medium,Low,79.74382159386109
19.064902676222772,47.09474339228296,98.0510323421569,Low,Low,100.0
14.478272068623191,47.75193362924638,96.80321589208823,High,Medium,81.15746727004654
1.4310584040115213,95.2703633365633,97.3538719755926,Medium,Medium,77.56765287866426
14.580519062611794,68.12331293126047,70.1839339304218,Low,Medium,98.30946352171446
11.59710116813149,44.673598659624226,76.01657152489966,Low,Low,89.60258833443777
7.508911109978811,82.44975985501124,96.4382354701911,Low,Low,89.41850443479457
6.260930843242764,59.550751146868805,81.8451050642025,High,Medium,67.67863774762279
14.721395496607117,95.11473336366959,78.02857939573754,Low,Low,99.64079024246068
2.35389484828199,60.98635061982165,77.80560143674833,Medium,Medium,55.11495760779649
17.68686756017034,82.89945900722437,60.19215223894871,Medium,Medium,100.0
2.3492294579547375,98.43031986336871,78.26985664930535,Medium,Low,75.57815270192411
15.943230180521091,94.68335007299585,87.81114099267337,Low,High,100.0
6.259680492259955,97.63189118786548,80.37832093067516,Low,High,94.89405218493636
14.781114274479442,43.93812261810834,70.10110583503848,Medium,Medium,80.94732952159985
16.771914791721333,54.31649087541024,65.65941521410096,Medium,High,100.0
17.06747212762669,74.52862595382476,67.19197201734707,Low,Medium,100.0
10.760553737721768,99.23057150165184,62.60759850903709,Medium,Medium,96.21055956254934
9.102978403472235,86.57916381189514,78.47889381558284,Low,Medium,95.5219441181824
1.3343735852928433,43.97109454240891,81.17913924173148,High,Low,42.434852244360265
14.20766539949619,85.09271063982871,81.17075161776233,Low,Low,100.0
8.801962660652283,50.80281543563269,60.19150360758375,Medium,Low,69.25946368361642
5.6591847419317585,73.76313354978831,97.28331074590263,High,Medium,70.42920443055105
13.971457321645406,65.55791868009979,63.4430058312141,High,Medium,91.47223460580408
11.877830462291426,52.04312565986788,87.63018218227234,Medium,Medium,81.89378071225116
6.666791113912752,98.0277723345413,82.43122561426208,Low,Low,89.13299230121046
15.206276016069948,83.85709561258741,93.11766714531615,Low,Low,100.0
8.05590205699107,76.12356920760539,77.89706982941243,High,Medium,80.01329918638856
3.30440917936309,66.37652951333622,71.3622010874825,Low,Low,71.0489883046083
18.608429342188185,44.49043846518536,90.49101364539789,Medium,Medium,97.16929390936217
9.768308047781796,56.13837825264092,99.09206819768411,High,High,79.36150444080502
16.047689792502467,57.9062269775932,89.66993520234034,Low,Medium,95.80675964006744
2.805693227117535,42.30410606099621,72.5003363473039,Medium,Low,50.76783383843298
12.02027542915663,67.25934753712929,84.02620699130638,Low,High,99.5554147211091
17.636112014910484,43.375836820829775,84.3544082574868,High,Medium,89.0702307613783
16.286484034535235,52.62324561145719,96.75543143918588,Low,Medium,100.0
7.508454450919089,44.496738440643526,94.18383368262748,Medium,Medium,73.1668462642717
15.577812801940143,56.15614788870016,61.60910496231494,Medium,Low,80.73989921633593
2.9005813887003544,74.52518052835295,69.0468117316239,Medium,Low,62.948830631171184
11.993712606304381,99.46943862123037,64.07627658185187,High,Medium,88.55385251713602
12.262591809838645,63.62613067436787,84.56772036476673,Low,Medium,93.05457070213838
10.226488277075726,86.53972992427065,67.72034339288261,Low,High,97.32937227610022
5.454376008867408,76.43786522680497,68.27455839972185,Low,Medium,81.98180557726336
15.005789465640131,80.88998839407597,62.47704230379593,High,High,98.19355982733207
12.488948310245084,75.41167923638051,78.43086809684355,Low,High,100.0
11.771831355695554,54.780554017544816,78.92298492690918,Medium,Low,77.77338838319267
8.483870274854645,70.60487002042102,82.43697949491182,Medium,Low,82.8348709217928
15.982188017469158,61.65130612469346,65.32550129989566,Medium,High,95.10043027414717
11.893929879352362,42.852016487770335,84.12025148926911,Low,Medium,89.53706847470305
19.05412703248491,95.52694231693991,95.20617442614042,Medium,Medium,100.0
5.230955842287627,73.15247245829494,86.70356301628696,High,High,70.85580010938632
17.41104587292964,41.30010301650106,64.18180395693804,Medium,Medium,87.73211331709322
9.062543989895325,69.87288895362349,67.91479914531355,Low,Low,78.21650749242498
3.0763387685022203,40.07072603565593,65.18371834550047,Medium,Low,51.78035261731495
13.411435838956617,58.45915190518153,83.12900932433749,Low,Low,94.16688959510641
5.917178197857202,78.18329395549989,73.17110347322897,Low,Low,78.27441168711951
1.492915813157912,71.83505068239825,71.73560431892182,Medium,Medium,63.97866599249849
18.29668846023964,95.65465257277938,88.61109682899095,Medium,Low,100.0
7.545127966884162,41.270497012521176,98.8081525808199,Low,High,79.05875556939914
13.341287577596812,98.98119067545203,65.72664683379627,Low,Medium,100.0
18.79833994457814,94.33791086603688,93.171365776351,Medium,Medium,100.0
15.44828337704324,42.5989272849954,80.16680129351448,High,Low,79.92340583901924
5.2342695899919525,53.816800160952354,83.76493687619558,High,Medium,58.95953379275492
17.890576126060814,56.94363322046352,86.73164970460553,Medium,High,100.0
8.775807147872989,86.60912974340903,84.1135192661707,Low,Low,94.6235372215532
4.20881677448893,46.62110759814925,91.43455895716895,Low,Low,64.97709373926989
9.678714681990856,74.47873498600744,98.1787385292991,Low,High,96.58936307760477
11.431736993056678,99.75183731831899,89.81581973087617,High,Medium,96.14289364229995
11.152287911387765,43.152225182193234,86.30588717741051,Low,Low,70.91455572956373
19.365667064353385,94.78399972934167,99.2002426417011,Medium,High,100.0
3.799112707650364,66.87960485332961,97.55359696429647,High,High,68.55039842698672
19.755788908649002,84.7050755511234,85.84933403880062,Medium,Low,100.0
16.84479327886954,73.86320280268095,63.14762338148327,Medium,Medium,100.0
13.914131539006153,66.17144516249292,81.69417442864355,Low,High,100.0
11.17042680209191,73.43650310841633,71.64106799585028,Medium,Medium,92.37467540665209
5.83058666596689,47.142869322932796,69.2073951976945,Medium,Medium,68.92553062874458
5.787476955135653,75.85808604757534,66.13077765256926,High,Low,67.23517350749972
18.134423245696198,77.02773467738265,78.65035642809801,Low,High,100.0
17.783977006418063,43.57218084535347,98.71255200761604,High,Low,86.62117589694097
18.761945142579105,45.98659721776677,77.47063942598413,Low,Medium,100.0
7.104234792058342,64.01269469705126,96.8036606374769,Medium,Low,73.48223386229242
7.373544724225789,48.45494243829288,70.44903870028443,High,Medium,63.22420996441833
8.017493221157505,48.84174973297296,85.90083417314645,Low,Medium,75.2683774536485
16.81859045438467,67.66777840381309,81.04192875065473,High,Medium,97.25356048843027
17.98256202135912,74.66723424002316,92.34646649013024,Low,Low,100.0
13.941642060920048,93.71728813684976,96.3856336949219,Medium,Low,100.0
12.358029699820618,49.62170829220635,67.3846288087344,Medium,Medium,75.60935440268939
5.560152268848739,86.1921151718729,62.20612188388971,Low,High,86.36526924032724
13.455815754806858,79.15992501717596,91.72477136299354,Low,High,100.0
13.241883167845222,82.46279910778318,86.02432657650283,Medium,Low,99.06272547462052
8.151491573656514,84.29625432403336,74.71067212793798,Medium,Low,82.0851686921217
7.17316016439855,90.96681859218995,99.5321670142808,Medium,Medium,86.81541696103946
10.280700314845863,67.42260670423505,97.32428926395018,Medium,Low,81.55030185671662
17.722593724671118,72.01731588054093,70.89327832408387,Low,Low,100.0
17.763811147272044,83.58531389481114,79.15761963718836,Low,Low,100.0
11.298911030268748,88.11574992781813,97.14717783630158,Medium,Medium,99.27813957531377
2.2662392563199805,80.42670541155326,86.7932521051874,Low,Medium,76.98814828068575
9.611037539213589,49.18434371061166,96.81820899063297,Medium,Medium,76.69890337732664
10.751297700107214,71.22042815649053,94.86203164176248,Medium,Low,83.28165750334578
13.821801440639959,81.34824942605437,86.39243361370956,Medium,Medium,98.4891222117214
5.801434971537367,45.324364513483786,73.18543415230641,Low,High,76.35928170370579
19.9608014310545,71.45031329217896,81.41854368462138,Medium,Low,100.0
6.347934811303395,54.72602742111893,84.50896343813221,Medium,Medium,70.82957705493381
19.23024501987378,59.097163903896025,86.88113787145657,High,Medium,96.43786443480411
3.4003635704667405,45.04343029060239,61.60819630938819,Medium,High,54.71060096450615
19.50960661640689,57.512181422667496,99.47139150413517,Low,High,100.0
12.630154202868956,40.363715584341065,85.56349454665248,High,Low,69.16067851762205
13.87482581316962,53.61679658648396,80.24014598946025,Medium,High,86.06715058467638
12.853820996557854,47.276512739509435,77.32493919204528,Low,Medium,91.15831008019049
13.589894749511195,80.81228446920466,67.73988030738518,Low,Low,94.09438266304578
1.6315318546019464,51.04418678942899,96.30050896713394,Low,High,69.12503222486151
1.8644253538922846,49.560708815820256,99.73319833710654,Low,Medium,65.35058628646816
12.317681210772633,44.05313812823563,93.06022786254876,Low,Low,84.0223162728506
11.550982663293004,46.03991683697727,78.75084734751172,Medium,Medium,76.67728971377495
3.2456660477782298,74.90825372382633,71.86478789076901,Medium,Medium,71.02217672947353
14.158754693254666,42.62437007314251,61.92804655214129,High,Low,73.5271524927388
1.6047779349026725,60.00714487713746,75.47455887125156,Medium,Medium,65.50946978166694
7.7654812683706025,77.34898453633733,98.71421879225784,Low,Medium,91.23345380780466
3.056257327100287,80.15557838634132,75.37137257044486,Medium,Medium,65.29727746986492
11.516919103391613,99.48675499080784,88.1018259006166,Low,Low,100.0
17.92012447234697,50.166471185953476,70.36623247397505,Low,Medium,97.45043849830438
12.111364593675178,47.142167634654044,98.80552091421012,High,Medium,79.88536307849624
2.0351194655267806,75.83867904297651,77.16464322145444,Low,Low,66.50065779612177
16.284802861906307,58.12650170935124,87.41724598070141,Low,High,100.0
10.14086873804161,77.73706091927792,73.36303325371938,Medium,Low,85.43162827837392
17.831316715524796,89.6712601179776,69.66773440617867,Low,Medium,100.0
6.173392325948865,43.770565867451694,67.17835731762914,Low,Low,66.03598887155617
13.899083742930122,92.1289289566794,74.61066532953022,Low,Low,100.0
2.968480078441039,93.49284620959574,68.16733271046272,Medium,Medium,72.39722313050201
15.557027621669725,70.77846346131125,60.93503684140132,Low,Medium,97.68613485467567
5.947893275334256,59.57436970422265,77.52830514215373,Low,Low,76.58529563331697
3.4002386122655857,61.90494308717602,78.43537441918933,Medium,Medium,65.80657977954587
7.122912517139569,93.33492263879718,65.40928871796295,Low,High,90.40343580845096
15.694995567648633,86.31575313639112,89.40447928817454,High,Low,98.99730567261994
10.315801466612301,98.7769074152823,66.8431560024568,Low,Medium,98.40637773587339
15.297102620769536,64.43050502372816,83.8834117942346,Low,Medium,100.0
9.145703486955108,89.65875688429126,66.63192171977701,Low,Medium,92.61003816111352
15.059659611225513,48.10675216483865,70.28340347999688,Medium,Medium,88.75964737603151
5.796241275760007,72.87663293334691,77.65728063318255,Low,Low,76.76922149469145
12.110474051810165,45.2199476094383,79.98935522056047,Low,Medium,89.07660181743438
2.3793400242865914,51.39404042923398,61.42315215183647,Low,Low,56.43266327275171
12.890164361343084,42.99868316084212,88.51518820210799,High,Medium,72.73795820389617
19.122305806024386,51.46608702841654,80.26203271814123,Medium,Medium,99.32514052572255
11.323001146054857,65.12676641746904,63.03640952535039,Low,High,89.25954303993592
9.640586296171298,61.688392069584,60.62882697505481,Low,Medium,83.95910120476768
9.585679239428563,83.05966860975559,83.06476533292171,Low,High,100.0
16.039098667192683,73.93674124037611,94.45462892172924,High,Low,96.55441443086207
3.2551808024061835,88.94150924303193,63.14796848433001,Medium,Low,70.7546483338191
15.3546991942006,45.15993317006245,64.16680640717024,Medium,Low,82.00037318785071
7.5822627431839145,56.09156684501497,93.43813960791117,Medium,Low,75.91044917207726
14.540331958750688,53.23902849437132,90.04152766774581,Medium,Medium,95.44017567788094
11.690362316330177,87.49773990322458,76.56457129510133,Low,High,100.0
1.4627574106868777,59.26334305019648,72.38323341278539,Low,Medium,61.857837882112385
8.49829613473879,78.2115984542344,60.18327081039989,High,High,79.15060510648615
9.601501579396862,60.496997227966176,95.3496683725517,Medium,Low,80.91896104084728
14.405270357511116,55.87095676039218,77.55535449027562,Medium,Medium,89.7870673646155
18.192674254106443,67.76679844357751,72.98388907799044,Medium,High,100.0
5.689263827027424,91.63445529220758,69.91126725364053,Medium,Medium,84.99765652488678
10.12546801898445,73.9874856091429,62.8560601469451,High,Medium,71.68199120176455
2.5752690713815167,62.28720461392973,60.25448598140175,Low,Medium,59.947689307359795
2.341067233875488,93.34813313715966,78.4567837591797,Low,High,84.84433307273507
14.399127674401985,52.43077809735402,82.95645067193186,Low,Medium,98.09636477636913
17.956599187451907,62.298673285395786,80.21981589631791,High,Medium,96.13620389284716
5.222404156155001,99.71683855606032,96.16931407645666,Medium,Medium,90.57281678231013
7.43316910827975,92.69277247881999,82.53807321192089,High,Low,82.59471111617816
13.87465840063633,90.64839774396613,68.1812810387875,Medium,Low,100.0
16.723502246136817,86.55196574026283,67.27454239525593,Low,High,100.0
9.004573238678361,61.15222401574553,84.14613791957498,Medium,Medium,82.14365546466234
3.552729509086154,40.96850825324768,85.09592703298068,Low,Medium,62.019174505601086
6.463423041118607,42.28988720168811,66.2480475861564,Low,Low,65.51758012929973
18.954569957263626,58.284674986456814,71.99485605038845,Medium,High,95.9898152040274
2.1282854452460715,90.201353298247,62.58411657882108,Medium,Medium,73.16531101750982
11.198322444552078,62.36769220771459,87.73221835698527,Low,Low,87.88997034478469
14.718624771957732,64.44816722672074,98.70999008811307,Medium,Medium,95.36258292028405
7.617078769448557,68.18355885870801,84.60059102925722,High,Low,73.37822651246708
4.806291216159969,70.66492321177839,77.10885079461096,Low,Low,70.67943063753407
15.095226234817316,77.2416704903992,69.64734582903063,Medium,Medium,100.0
9.851952493381823,80.3141754240858,76.77804757430346,High,Low,79.8456266861466
13.86927418805471,65.07009756623043,79.60752105324363,Medium,Medium,94.67743148120323
19.32776545123606,93.2847878512989,94.30978476943206,Medium,Medium,100.0
2.0082825967856213,47.77344483966692,71.75771732989885,Medium,Low,48.210004768360314
19.245169848158504,72.62024184954548,94.9464529805498,Low,Medium,100.0
1.9687410205620068,70.1597722485903,92.60643757058517,Low,Medium,71.1615775653079
13.613243970591862,89.56956235608146,84.57273809425834,Low,Low,100.0
7.169929108427011,66.14900084771051,89.18175924452282,Medium,Low,76.45823642358343
8.095315236859582,62.47661290573714,62.44381683460188,Low,Low,73.85026497031133
19.141136475151374,64.47625913142281,70.64044487715726,Low,High,100.0
19.58863800156,90.89313201741058,64.46485091837812,Medium,High,100.0
1.6446423049483543,42.82527806948068,84.427353891376,Low,High,64.54089376574649
1.3354828545685753,64.00454680412633,82.59760809949285,Medium,Low,60.93130431784401
12.07788254074307,52.19238789905987,82.8599480540155,Low,Medium,91.08463855407966
9.05526146812347,79.19581032669291,79.08107524599149,Medium,Medium,90.21699955049274
10.741640294118076,83.98063211599894,60.16094679185429,Low,Medium,91.30571893819754
16.107882414400514,52.94059577919924,90.82442765825755,Low,Medium,96.04898861625055
2.784461856832282,68.81509736396951,65.43065514910448,High,Medium,59.06438617136297
3.6758781479492497,40.46234675423638,61.59423740424274,High,Low,42.80138044955948
16.502515580307026,58.889054590507,85.53961674319987,Low,Medium,100.0
16.7571443425045,80.14078093446653,66.5369474806556,Medium,Medium,100.0
2.481428323411346,58.707245175017704,92.4663698722046,Medium,Low,63.22954928422561
15.834408028525058,44.41044185813252,98.27865272910391,Low,Medium,93.97786698530682
1.4752688910883718,81.79914028977805,62.3450358420471,Medium,Medium,69.42174062327894
3.590752173272474,54.15999907301934,91.17225610180297,Medium,Low,66.69420603635787
6.543401127820562,68.07638059229052,95.97710533793655,Low,Medium,84.91628708058674
12.45683562013013,63.35590617735465,76.27194269529699,Low,Medium,94.56986152711599
8.113668155289258,72.76521237866633,66.64331857458815,Medium,Low,79.41956932709027
12.292561322948048,85.52947546820644,60.33181250075917,Low,Low,89.96018048383836
6.400108804076117,63.21714902189015,65.90343446735548,Medium,Medium,70.4694363614425
8.126610291594748,96.71448838013507,67.59811835613074,Medium,Medium,92.1742700130649
13.569711425593368,76.29153411358735,90.88795303886525,Low,Low,98.00553597856154
19.234237938905398,42.48828603998733,70.98462204194296,High,Medium,90.90913238420374
2.972768151957793,85.05984173117528,87.26833322319646,Low,Medium,77.87881581172111
16.25417263742792,96.65856812004517,68.1121601719649,Low,Low,100.0
12.04806729550608,64.42180402746345,82.95315070206357,Medium,Medium,92.19080558046552
14.996737983807698,95.3264230610261,79.34789824914264,Low,Medium,100.0
5.188911508752744,65.12329273985127,88.78334723868473,Medium,Low,76.76335195769401
12.005382032223633,45.800968653877035,72.30669388767818,Low,Medium,84.71519800215042
10.250953902910402,58.70313940598053,72.40825509931655,High,Medium,77.71126131587518
8.174873865687914,47.320446098291534,62.42302445589574,Medium,Medium,68.81472721145411
9.069056608582283,97.94012990485625,63.254853045711855,Low,Medium,96.86732609128687
18.114320722680826,92.43341559704419,93.72075716101858,Medium,High,100.0
12.136535666840004,58.677222608076846,70.93572827032412,Medium,Medium,89.98401671355842
5.780229025765843,84.57799574744432,67.75222181539405,Low,Medium,82.99877575330179
8.579018336385229,91.1612142899198,86.62012475679145,Medium,Medium,91.22763952447949
5.218314868118712,94.56468645966322,83.47858474730577,Low,Medium,88.45403865062507
10.560109381600668,75.20995148769353,96.78514919816163,Medium,Medium,91.24631843637174
1.7092863919558108,59.04493667825058,97.16852628916051,Low,High,71.19740640572984
7.9383835473751745,52.8102762871888,84.21446870924717,Medium,Low,74.33103150163441
5.0926146041231615,73.99045536289736,89.61005619704596,High,Medium,68.24960052528432
2.0512238264421465,75.25879950547971,65.27929687247348,Low,Low,59.62682602257823
14.241417569392556,56.87090871230754,79.30551055155334,Medium,Medium,91.68476461639992
3.1724087520958957,75.12883095745207,73.61031129520663,Low,Medium,78.24481176501374
18.559711875672182,99.92880926411931,79.02632546711072,Low,Medium,100.0
4.591989598764654,43.28565370303693,82.89069117525621,Low,Low,62.330759883088405
8.543911827888564,81.73854164113553,88.8390234397312,Medium,Medium,84.15388270239839
7.26306022516923,54.766595264960856,77.24905651932971,High,Medium,64.85049304139831
18.009760888351703,71.86306488832909,83.34062253633627,Medium,Medium,100.0
18.08911021512816,88.06551514013617,86.8013811382906,Medium,Low,100.0
16.934198983900856,64.08994756457716,98.33699931942374,Low,Low,100.0
2.834393322856184,80.49451644310065,86.29766465172165,Medium,Low,71.34425760487402
15.354732257509434,43.092401356795236,68.15931247123854,Low,Low,87.10961579754708
9.622426269891637,47.326815162290735,89.66060936460943,Medium,Low,71.62206087455385
18.535714182638717,88.06389427122474,73.53678169454268,High,High,100.0
10.006487634635002,78.36516026127828,66.71827202702775,Low,Medium,88.5744635721255
7.263364057112215,60.19538142301617,76.99800915630134,High,Medium,71.28677831674781
12.109979105183776,66.57278400828483,67.37372750765039,Low,High,97.04138164886498
2.402557956810588,79.76534412182883,69.82982668882102,Low,Low,74.43669509562883
6.046864805070397,69.32719250815072,73.02982314550155,Medium,Medium,66.12235931597363
18.380033227568482,63.84675857473342,82.54680170819579,Low,Medium,100.0
19.318706065938436,86.91551285783315,81.82545834160777,Medium,High,100.0
7.972027090463896,44.054786109612095,92.25388223987952,Medium,Medium,70.5677400074513
18.977271142251126,70.4702860206341,91.40417709615306,High,Low,100.0
15.42759926812569,73.5545783176939,78.5414758548195,Low,Low,100.0
5.076265287857793,45.097469494825084,64.00198215053265,Medium,Medium,61.69132444126472
8.411787363202158,59.446142537000945,77.40116419388087,Medium,Low,67.49843785284023
10.253723641424141,60.18392005087627,74.3499042485582,Low,Medium,85.56398438165388
19.673772720918226,77.13513969869192,69.85426643701192,Medium,Medium,100.0
17.61384484697624,84.24608468347134,94.96756910040568,Low,Medium,100.0
17.057082829418654,61.79119915699002,83.96548639099973,Medium,Medium,100.0
5.544772699737597,70.61173928506949,87.80184866913797,Medium,Low,74.92974535713039
2.086352190911174,46.81955214021347,96.4541269290707,Low,Medium,65.62984079793313
12.734136325863641,81.08268604991673,71.74847871799923,Low,High,100.0
4.66042598728942,77.94030157990959,87.88390130281647,Low,Medium,82.67716116798461
3.2588468760164817,76.43298546338653,96.81563166500939,Medium,Medium,77.27056312973475
13.814772313580686,47.64168309009045,78.98837355811041,High,Low,75.77340178183444
9.465257377366948,87.05004295994783,64.70020759621337,Low,Medium,89.7664851805599
7.431822184839982,76.83214030069122,71.84641904348923,Medium,Low,81.25902734031322
8.975458506060171,69.24149767198165,85.4505663320509,Medium,Low,79.27929794176829
18.078163193457787,70.68736132569671,65.0928768514322,Medium,High,100.0
3.7452221502846905,69.2119336295705,96.03674921194795,Low,Low,72.56965557314803
4.44470821897021,73.19351717155618,83.47340185272837,High,High,73.85653712036061
14.421671921846581,65.74066372307384,92.87637898889223,High,Low,86.45215177621917
5.4475259933518085,81.90450647136743,74.21085998806959,Low,Medium,82.8335722671478
6.633436706017276,56.132526978164904,67.66571857028902,Low,Medium,73.0908229401202
2.3882797446884982,56.08009625751966,94.01693568973101,High,Medium,54.48723840961998
3.80919643779062,95.81587378742421,85.9342484093412,Low,Medium,88.84256358476989
9.21491080780354,64.37071934302554,83.3241226991595,Medium,Medium,81.72580628511206
17.89474863839968,81.98968373152415,62.8113032051871,Low,Low,100.0
19.98585280527611,79.401691259756,99.41192049799527,Medium,Low,100.0
15.746104348729553,50.47382857261044,72.39039619592275,Low,Medium,96.94425178126347
15.341608161403911,41.698554036087934,62.78432333434325,Low,High,89.6819104313243
6.131912087256691,80.32375389408571,73.60702385161949,High,Medium,72.17175929133109
10.19263332022888,45.26890380235362,61.03758281415352,Low,High,81.33623774957647
11.127271445372148,89.89194307554234,60.35963115239315,Medium,Low,91.9729896251852
17.776733629826325,57.369840607366186,81.33839080491603,Medium,Low,96.93180949782476
3.016295244677595,63.47205635439093,82.60539059387465,Medium,Medium,66.13984184266637
18.2996008267014,53.98495999579236,83.70258086423053,High,Medium,96.7639483356567
13.144051148414452,81.81435823880184,89.66835619911032,Medium,Medium,100.0
3.7108790815534984,41.80231193223102,60.965881307831175,Low,Medium,65.02717146153843
19.820591323499336,49.99701740583876,91.62497422455509,Medium,High,100.0
7.554542335489688,75.69798085380052,72.29966877415194,Low,Medium,81.73522909625872
12.21569437260035,57.34163048642586,84.81105733454358,Low,High,97.55639895379016
5.977655095190407,45.16584891528441,77.29498662592471,Medium,Medium,68.42714227441526
4.770973626710578,94.62515478769713,65.12882100852858,Medium,Medium,84.01066100508358
10.405048466292966,92.45856879536882,65.20949658878604,High,Low,80.67517738621541
11.383019091169018,71.6312324696947,95.43803084955572,Medium,Medium,87.44646176720495
9.071310989702972,45.16986524309763,84.81890565317681,Medium,Medium,70.55715724678966
10.701723153104286,77.36951413630621,92.42881698189733,High,Low,82.57642359939574
13.341578987192696,49.29433490065907,66.88724846503693,Low,Low,86.4808415140395
3.093154647848763,73.93273650843875,75.56304961156916,Low,High,72.70247087057973
11.67867999144056,60.60877970034399,74.05359258331623,Medium,Medium,85.82179038454166
3.1078100951728054,54.865049791688556,67.47180550539154,High,Low,50.170217296810364
13.641872910821228,81.12737099379092,67.70684466673444,Medium,Medium,95.42513175047544
7.511974678833181,96.16782776683056,69.51418624897795,Low,High,97.14161817089119
3.999233143624292,47.84172067014344,99.47813873879238,Medium,Medium,58.55622277113061
19.063643527630038,77.78982898949013,70.34641960306996,Low,Low,100.0
3.8028835174186986,83.5787236987592,96.1977093247313,Low,Medium,84.04673711647145
15.123936437400749,89.50428787782029,65.92579787574232,Medium,High,100.0
5.087623061249573,96.90793167781892,62.1424197063665,Medium,Medium,81.28156650352278
3.7137278460099914,45.88282899583638,67.67360022012872,Low,High,66.94380818720857
8.154662668706484,91.41742557239724,70.54626075447241,High,Medium,83.12435196109989
10.060955895813494,67.54019742193556,72.00605782194594,Low,High,91.22946253212837
5.409259827580523,68.94675634864947,86.07494557171265,Medium,Low,73.85801745430099
18.594403211670738,56.25120259069008,81.3416421387436,High,Medium,98.94906139007328
2.5472320010381666,45.03432575289817,84.32425744547663,High,High,51.40290607101507
